자치구,법정동,아파트,년,거래건수,평균거래금액,최근거래일,가격대
강동구,고덕동,대우,2025,11,111627.27272727272,2025-12-29,10억~15억
강동구,강일동,고덕리엔파크2단지,2025,11,123263.63636363637,2025-12-27,10억~15억
강동구,강일동,고덕리엔파크1단지,2025,11,109318.18181818182,2025-11-08,10억~15억
마포구,현석동,래미안웰스트림,2023,11,164454.54545454544,2023-12-09,15억~20억
성동구,마장동,왕십리금호어울림,2024,11,125736.36363636363,2024-12-01,10억~15억
동대문구,장안동,한신아파트,2025,11,66569.09090909091,2025-12-04,10억 미만
서초구,방배동,방배2차현대홈타운,2025,11,245954.54545454544,2025-11-25,20억 이상
구로구,구로동,한일유앤아이,2023,11,63118.181818181816,2023-12-23,10억 미만
강동구,성내동,성안마을청구,2024,11,82518.18181818182,2024-12-05,10억 미만
영등포구,대림동,한신휴2차,2024,11,55322.72727272727,2024-12-03,10억 미만
동작구,대방동,우정,2025,11,91263.63636363637,2025-11-16,10억 미만
마포구,아현동,마포푸르지오더센트럴,2025,11,75604.54545454546,2025-12-13,10억 미만
동작구,신대방동,보라매e편한세상,2024,11,112563.63636363637,2024-12-18,10억~15억
강남구,논현동,동부센트레빌,2025,11,208118.18181818182,2025-11-25,20억 이상
용산구,문배동,이안용산프리미어,2025,11,146772.72727272726,2025-10-18,10억~15억
마포구,염리동,염리삼성래미안,2023,11,123290.90909090909,2023-12-01,10억~15억
서대문구,연희동,연희자이엘라,2024,11,15290.90909090909,2024-09-28,10억 미만
양천구,목동,성원2,2023,11,61890.90909090909,2023-12-15,10억 미만
양천구,목동,부영3,2025,11,184545.45454545456,2025-12-14,15억~20억
도봉구,쌍문동,쌍문동삼성래미안,2025,11,64527.27272727273,2025-11-27,10억 미만
서초구,반포동,반포미도2차아파트,2025,11,266000.0,2025-11-06,20억 이상
강남구,압구정동,"현대14차(203,204,205,206동)",2025,11,582727.2727272727,2025-11-17,20억 이상
서초구,서초동,래미안서초유니빌,2023,11,48772.72727272727,2023-12-12,10억 미만
강남구,개포동,경남1,2024,11,281500.0,2024-12-28,20억 이상
강남구,개포동,개포주공6단지,2023,11,223954.54545454544,2023-11-13,20억 이상
강남구,개포동,개포주공7단지,2023,11,220727.27272727274,2023-11-13,20억 이상
동작구,신대방동,동작상떼빌,2024,10,100095.0,2024-12-13,10억~15억
강동구,천호동,현진리버파크,2024,10,29000.0,2024-10-27,10억 미만
강동구,천호동,천호e-편한세상,2025,10,99520.0,2025-12-20,10억 미만
광진구,화양동,아스하임(111-102),2024,10,23630.0,2024-12-24,10억 미만
중랑구,신내동,라이프미성,2025,10,43020.0,2025-12-11,10억 미만
강동구,천호동,두산위브센티움,2025,10,16520.0,2025-12-10,10억 미만
용산구,산천동,한강타운,2023,10,80470.0,2023-10-26,10억 미만
노원구,공릉동,동신아파트,2023,10,59835.0,2023-10-25,10억 미만
종로구,익선동,현대뜨레비앙,2025,10,45130.0,2025-12-18,10억 미만
노원구,공릉동,풍림아파트B,2024,10,29330.0,2024-12-10,10억 미만
노원구,공릉동,대아2차아파트,2025,10,56570.0,2025-08-02,10억 미만
양천구,신월동,동방,2025,10,46010.0,2025-12-18,10억 미만
양천구,신월동,대주파크빌,2024,10,59700.0,2024-11-15,10억 미만
은평구,역촌동,역촌센트레빌,2024,10,68360.0,2024-12-28,10억 미만
동대문구,청량리동,현대,2025,10,81550.0,2025-10-11,10억 미만
노원구,중계동,경남,2023,10,71020.0,2023-11-06,10억 미만
구로구,개봉동,한양아이클래스구로,2024,10,36770.0,2024-10-22,10억 미만
광진구,화양동,위너스힐(111-89),2024,10,46376.7,2024-09-25,10억 미만
은평구,응암동,펠리시티,2024,10,59830.0,2024-12-09,10억 미만
중구,순화동,덕수궁롯데캐슬,2023,10,121450.0,2023-12-18,10억~15억
강남구,역삼동,역삼I'PARK,2023,10,101675.0,2023-08-30,10억~15억
성동구,마장동,마장동중앙하이츠,2025,10,101160.0,2025-10-14,10억~15억
영등포구,대림동,우성1,2023,10,75250.0,2023-12-13,10억 미만
강서구,등촌동,삼성한사랑1,2024,10,71190.0,2024-11-23,10억 미만
서초구,방배동,방배대우디오빌,2023,10,30465.0,2023-12-24,10억 미만
노원구,상계동,임광,2025,10,96640.0,2025-10-18,10억 미만
서초구,내곡동,서초포레스타2단지,2024,10,134550.0,2024-12-07,10억~15억
강동구,강일동,강일리버파크1단지,2025,10,101300.0,2025-12-20,10억~15억
강동구,강일동,강일리버파크8단지,2024,10,89060.0,2024-11-04,10억 미만
은평구,갈현동,미미,2024,10,58130.0,2024-11-10,10억 미만
구로구,구로동,한스타워,2025,10,39250.0,2025-12-21,10억 미만
영등포구,대림동,대림현대,2025,10,67720.0,2025-11-22,10억 미만
강서구,등촌동,태영,2023,10,65580.0,2023-12-16,10억 미만
강남구,도곡동,SK허브프리모,2024,10,80060.0,2024-10-17,10억 미만
송파구,오금동,우방,2024,10,85780.0,2024-10-25,10억 미만
강서구,등촌동,대림e편한세상,2025,10,91450.0,2025-12-19,10억 미만
서초구,방배동,방배신삼호,2025,10,340400.0,2025-11-02,20억 이상
강동구,성내동,코오롱(1차),2023,10,88130.0,2023-10-14,10억 미만
영등포구,대림동,코오롱,2023,10,71330.0,2023-11-17,10억 미만
구로구,신도림동,대림e-편한세상5,2024,10,113200.0,2024-12-24,10억~15억
도봉구,방학동,벽산아파트1,2023,10,35190.0,2023-12-05,10억 미만
강남구,율현동,강남한신휴플러스6단지,2024,10,111100.0,2024-10-16,10억~15억
강남구,역삼동,한스빌(836),2025,10,43440.0,2025-11-20,10억 미만
중랑구,묵동,묵동자이(2단지),2024,10,99400.0,2024-10-18,10억 미만
강서구,마곡동,마곡엠밸리1단지,2025,10,138050.0,2025-12-06,10억~15억
강서구,등촌동,현대,2025,10,72150.0,2025-12-14,10억 미만
강남구,도곡동,아카데미스위트1,2024,10,233730.0,2024-12-23,20억 이상
노원구,상계동,한신4차,2024,10,53230.0,2024-12-26,10억 미만
마포구,도화동,현대홈타운,2023,10,107270.0,2023-10-28,10억~15억
서대문구,홍은동,홍은동풍림아이원,2023,10,61705.0,2023-12-23,10억 미만
관악구,봉천동,낙성대현대(296),2025,10,83000.0,2025-12-26,10억 미만
은평구,진관동,상림마을6단지푸르지오(615~621동)BL1-6,2025,10,81195.0,2025-12-17,10억 미만
강남구,역삼동,래미안그레이튼,2023,10,208650.0,2023-12-23,20억 이상
중구,신당동,약수역더시티,2024,10,25370.0,2024-12-18,10억 미만
강서구,마곡동,마곡우림필유아파트,2024,10,82090.0,2024-12-17,10억 미만
동대문구,장안동,장안푸르미에,2024,10,12020.0,2024-12-27,10억 미만
구로구,신도림동,신성은하수,2025,10,78020.0,2025-12-09,10억 미만
동대문구,답십리동,청계지웰에스테이트,2025,10,16742.0,2025-12-31,10억 미만
노원구,중계동,중계3우성,2023,10,63210.0,2023-12-22,10억 미만
동대문구,용두동,롯데캐슬피렌체,2023,10,60210.0,2023-09-06,10억 미만
강남구,대치동,"쌍용대치아파트1동,2동,3동,5동,6동",2023,10,288350.0,2023-12-13,20억 이상
성동구,성수동1가,금호,2025,10,157750.0,2025-10-01,15억~20억
강서구,마곡동,마곡엠밸리6단지,2024,10,152250.0,2024-10-09,15억~20억
광진구,자양동,롯데캐슬리버파크시그니쳐,2025,10,223038.0,2025-10-15,20억 이상
강동구,강일동,힐스테이트리슈빌강일,2025,10,138620.0,2025-12-23,10억~15억
은평구,진관동,상림마을8단지롯데캐슬(821~830동)BL1-12,2023,10,80620.0,2023-09-18,10억 미만
노원구,중계동,주공6,2023,10,42760.0,2023-04-15,10억 미만
강남구,대치동,선경2차(8동-12동),2025,10,502300.0,2025-09-27,20억 이상
용산구,한강로1가,용산파크자이,2025,10,235700.0,2025-12-12,20억 이상
구로구,오류동,삼천리,2025,10,55130.0,2025-12-15,10억 미만
영등포구,문래동5가,문래두산위브,2023,10,71520.0,2023-11-14,10억 미만
중랑구,상봉동,동부아파트,2023,10,48200.0,2023-11-18,10억 미만
중랑구,상봉동,건영1,2024,10,66040.0,2024-12-30,10억 미만
종로구,평창동,삼성,2025,10,77150.0,2025-12-25,10억 미만
은평구,진관동,우물골2단지두산위브(223~244동)BL2-7,2025,10,101470.0,2025-10-11,10억~15억
은평구,진관동,우물골2단지두산위브(223~244동)BL2-7,2024,10,101650.0,2024-11-01,10억~15억
서초구,방배동,방배우성,2025,10,186250.0,2025-09-27,15억~20억
강서구,내발산동,마곡수명산파크6단지,2024,10,91430.0,2024-11-13,10억 미만
강동구,성내동,성내1차e-편한세상,2025,10,107520.0,2025-09-27,10억~15억
은평구,구산동,경향파크,2025,10,47110.0,2025-11-26,10억 미만
동대문구,답십리동,답십리대우,2023,10,72170.0,2023-12-30,10억 미만
노원구,월계동,녹천역두산위브아파트,2025,10,70660.0,2025-10-15,10억 미만
동작구,노량진동,삼익,2025,10,82800.0,2025-12-06,10억 미만
구로구,오류동,한신플러스타운,2025,10,53400.0,2025-12-20,10억 미만
서초구,잠원동,한신로얄,2024,10,195000.0,2024-10-01,15억~20억
서초구,잠원동,훼미리,2025,10,251700.0,2025-09-02,20억 이상
서초구,잠원동,현대,2025,10,240000.0,2025-12-19,20억 이상
은평구,진관동,우물골2단지두산위브(209~222동)BL2-8,2024,10,86800.0,2024-11-17,10억 미만
노원구,중계동,중앙하이츠,2023,10,57910.0,2023-12-27,10억 미만
송파구,신천동,더샵스타리버,2025,10,218700.0,2025-11-22,20억 이상
강남구,도곡동,현대비젼21,2025,10,42670.0,2025-12-01,10억 미만
강남구,도곡동,우성캐릭터199,2024,10,256700.0,2024-10-10,20억 이상
영등포구,당산동3가,삼익,2025,10,85950.0,2025-12-25,10억 미만
강서구,방화동,마곡서광(치현마을),2024,10,52170.0,2024-12-13,10억 미만
강서구,방화동,동부센트레빌,2025,10,69500.0,2025-12-04,10억 미만
동대문구,장안동,한신아파트,2024,10,61670.0,2024-10-15,10억 미만
마포구,상암동,상암월드컵파크9단지,2025,10,95700.0,2025-12-09,10억 미만
구로구,구로동,신구로자이,2025,10,93450.0,2025-12-18,10억 미만
성동구,성수동2가,금호타운2차아파트,2025,10,120780.0,2025-12-05,10억~15억
중랑구,면목동,용마금호타운,2024,10,67530.0,2024-10-19,10억 미만
강남구,도곡동,현대아파트1동~3동,2025,10,178650.0,2025-06-27,15억~20억
성동구,옥수동,옥수하이츠,2023,10,183850.0,2023-10-31,15억~20억
양천구,신정동,이펜하우스4단지,2025,10,73140.0,2025-12-14,10억 미만
강동구,명일동,한양,2023,10,139200.0,2023-12-14,10억~15억
서대문구,남가좌동,DMC파크뷰자이4단지,2024,10,109530.0,2024-07-26,10억~15억
광진구,자양동,이튼타워리버5차,2023,10,186450.0,2023-11-10,15억~20억
동작구,사당동,대성유니드,2025,10,87140.0,2025-12-04,10억 미만
성동구,송정동,건영,2023,10,74630.0,2023-12-23,10억 미만
중랑구,면목동,현대휴온,2023,10,15755.0,2023-12-07,10억 미만
강남구,도곡동,한라비발디,2024,10,201000.0,2024-08-16,20억 이상
동작구,노량진동,메가스터디타워,2024,10,17450.0,2024-11-25,10억 미만
노원구,중계동,염광,2023,10,62390.0,2023-12-26,10억 미만
서대문구,홍은동,"현대(1,2차)",2023,10,63100.0,2023-11-19,10억 미만
은평구,진관동,마고정3단지센트레빌(323~335동)BL2-2,2025,10,99430.0,2025-10-18,10억 미만
강서구,마곡동,마곡엠벨리(14단지),2025,10,163530.0,2025-11-17,15억~20억
중랑구,면목동,성원상떼빌,2025,10,61680.0,2025-12-09,10억 미만
도봉구,쌍문동,금호2,2024,10,50050.0,2024-12-06,10억 미만
은평구,불광동,북한산래미안아파트(2단지),2024,10,81550.0,2024-08-17,10억 미만
양천구,신정동,중앙하이츠,2025,10,120800.0,2025-10-17,10억~15억
강서구,방화동,현대,2024,10,73015.0,2024-10-16,10억 미만
강동구,암사동,중앙하이츠,2023,10,56750.0,2023-12-07,10억 미만
서초구,잠원동,신반포르엘,2025,10,374500.0,2025-11-07,20억 이상
강남구,대치동,"대치우성아파트1동,2동,3동,5동,6동,7동",2024,10,289900.0,2024-11-02,20억 이상
구로구,항동,항동중흥에스클래스베르데카운티,2023,10,88250.0,2023-11-20,10억 미만
강남구,역삼동,현대까르띠에710,2025,10,333300.0,2025-11-03,20억 이상
동작구,본동,래미안트윈파크,2023,10,147750.0,2023-12-07,10억~15억
관악구,봉천동,서희스타힐스,2025,10,74290.0,2025-12-29,10억 미만
송파구,신천동,롯데캐슬골드,2025,10,321900.0,2025-12-09,20억 이상
관악구,봉천동,서울대입구한양아이클래스,2023,10,18020.0,2023-12-14,10억 미만
동작구,상도동,아이파크,2023,10,100635.0,2023-12-07,10억~15억
도봉구,창동,창동2차현대,2023,10,68630.0,2023-11-04,10억 미만
동대문구,휘경동,휘경센트레빌,2024,10,97475.0,2024-12-30,10억 미만
광진구,자양동,자양7차현대홈타운,2024,10,117000.0,2024-10-19,10억~15억
중랑구,상봉동,포시티,2025,10,10970.0,2025-12-26,10억 미만
강남구,대치동,대치SKVIEW,2025,10,405200.0,2025-06-27,20억 이상
서초구,잠원동,신반포12,2025,10,281300.0,2025-09-17,20억 이상
노원구,상계동,상계대림,2023,10,51850.0,2023-12-25,10억 미만
금천구,독산동,독산주공14단지,2023,10,40130.0,2023-11-27,10억 미만
은평구,진관동,은평뉴타운꿈에그린,2025,10,72250.0,2025-12-13,10억 미만
광진구,구의동,e편한세상광진그랜드파크,2023,10,171050.0,2023-12-21,15억~20억
광진구,광장동,현대홈타운12차,2025,10,238700.0,2025-10-01,20억 이상
은평구,불광동,북한산힐스테이트7차,2023,10,100400.0,2023-11-29,10억~15억
구로구,구로동,극동,2024,10,54340.0,2024-12-26,10억 미만
동대문구,전농동,동대문롯데캐슬노블레스,2023,10,121190.0,2023-08-29,10억~15억
양천구,신정동,신정현대5,2024,10,92960.0,2024-11-14,10억 미만
노원구,월계동,월계역신도브래뉴,2025,10,60390.0,2025-12-12,10억 미만
중랑구,면목동,쌍용더플래티넘용마산,2023,10,86440.0,2023-10-09,10억 미만
영등포구,양평동1가,영등포중흥에스클래스,2023,10,103800.0,2023-12-20,10억~15억
마포구,신수동,벽산솔렌스힐,2024,10,106610.0,2024-12-21,10억~15억
강동구,암사동,한솔솔파크,2025,10,121750.0,2025-10-04,10억~15억
노원구,상계동,상계1차중앙하이츠,2024,10,59110.0,2024-10-30,10억 미만
광진구,광장동,신동아파밀리에,2024,10,132800.0,2024-10-28,10억~15억
강남구,일원동,한솔마을,2024,10,194300.0,2024-11-04,15억~20억
영등포구,신길동,한성,2024,10,90400.0,2024-10-17,10억 미만
영등포구,양평동2가,삼성래미안,2024,10,87520.0,2024-12-03,10억 미만
도봉구,도봉동,삼환도봉,2025,10,54810.0,2025-10-17,10억 미만
영등포구,양평동3가,경남아너스빌,2025,10,74700.0,2025-09-19,10억 미만
영등포구,양평동2가,양평벽산블루밍,2024,10,67160.0,2024-08-09,10억 미만
은평구,불광동,연신내역트리플라101동,2025,10,34780.0,2025-11-06,10억 미만
동대문구,전농동,전농동삼성래미안,2023,10,76535.0,2023-12-05,10억 미만
성동구,행당동,서울숲삼부아파트,2025,10,162475.0,2025-09-21,15억~20억
동작구,흑석동,흑석한강센트레빌,2023,10,158450.0,2023-11-18,15억~20억
도봉구,창동,신창,2023,10,36770.0,2023-09-12,10억 미만
강동구,둔촌동,신성둔촌미소지움2,2024,10,96120.0,2024-10-31,10억 미만
강서구,염창동,태영,2024,10,66580.0,2024-12-18,10억 미만
양천구,신정동,목동삼성,2024,10,125620.0,2024-10-21,10억~15억
동작구,사당동,사당휴먼시아,2023,10,84200.0,2023-12-15,10억 미만
동작구,사당동,신동아5,2024,10,107700.0,2024-11-08,10억~15억
광진구,자양동,한강극동,2025,10,113030.0,2025-10-16,10억~15억
광진구,자양동,자양삼성,2023,10,108130.0,2023-09-23,10억~15억
강서구,염창동,염창동한강우성,2024,10,73110.0,2024-12-02,10억 미만
동대문구,제기동,안암골벽산,2023,10,77530.0,2023-12-18,10억 미만
중랑구,면목동,대원칸타빌,2025,10,73000.0,2025-10-18,10억 미만
노원구,월계동,우남그랜드,2025,10,70030.0,2025-11-29,10억 미만
노원구,중계동,신동아(366),2024,10,121500.0,2024-11-05,10억~15억
노원구,중계동,신동아(366),2023,10,123070.0,2023-12-19,10억~15억
동작구,사당동,케이씨씨,2024,10,95345.0,2024-10-29,10억 미만
서초구,잠원동,롯데캐슬갤럭시(50-1),2023,10,277350.0,2023-10-03,20억 이상
노원구,상계동,상계1차현대아파트,2024,10,55240.0,2024-12-10,10억 미만
동작구,사당동,삼성래미안,2023,10,107200.0,2023-11-12,10억~15억
도봉구,쌍문동,금호1,2023,10,43030.0,2023-10-19,10억 미만
송파구,풍납동,신동아파밀리에,2025,10,82850.0,2025-12-26,10억 미만
송파구,풍납동,송파현대힐스테이트,2025,10,117710.0,2025-11-03,10억~15억
서초구,우면동,서초호반써밋,2024,10,174870.0,2024-12-05,15억~20억
강동구,천호동,강동역신동아파밀리에,2024,10,128570.0,2024-12-18,10억~15억
강동구,천호동,강동역두산위브센티움,2025,10,68130.0,2025-11-07,10억 미만
금천구,독산동,진도3차아파트,2025,10,54500.0,2025-12-12,10억 미만
노원구,상계동,미도,2025,10,75910.0,2025-11-28,10억 미만
마포구,창전동,신촌태영데시앙,2023,10,99075.0,2023-10-16,10억 미만
송파구,가락동,삼환,2023,10,111470.0,2023-12-25,10억~15억
송파구,방이동,올림픽카운티,2024,10,50270.0,2024-10-04,10억 미만
광진구,광장동,광나루현대,2023,10,105880.0,2023-08-05,10억~15억
종로구,창신동,창신쌍용1,2023,10,64750.0,2023-12-08,10억 미만
마포구,상수동,상수두산위브,2024,10,140690.0,2024-10-20,10억~15억
강남구,삼성동,현대힐스테이트2단지,2023,10,235080.0,2023-12-07,20억 이상
도봉구,쌍문동,극동아파트,2025,10,47830.0,2025-12-26,10억 미만
서대문구,홍은동,극동,2023,10,50760.0,2023-12-31,10억 미만
노원구,중계동,삼창타워주상프라자,2024,10,49540.0,2024-10-11,10억 미만
강북구,번동,해모로아파트,2024,10,56155.0,2024-12-30,10억 미만
중랑구,신내동,데시앙,2025,10,84200.0,2025-12-25,10억 미만
서초구,방배동,삼호한숲,2025,10,146450.0,2025-12-04,10억~15억
영등포구,양평동6가,동양,2024,10,82210.0,2024-12-23,10억 미만
중랑구,상봉동,한일써너스빌,2025,10,82025.0,2025-12-31,10억 미만
광진구,광장동,광장현대9단지,2023,10,108155.0,2023-12-27,10억~15억
강북구,번동,주공4단지,2024,10,45239.9,2024-12-18,10억 미만
강북구,번동,번동한양아파트,2023,10,51340.0,2023-12-27,10억 미만
은평구,진관동,구파발10단지어울림(1011~1019동)BL3-1,2025,10,101300.0,2025-12-19,10억~15억
강서구,염창동,현대2,2024,10,68950.0,2024-12-17,10억 미만
강동구,둔촌동,더샵파크솔레이유,2025,10,115850.0,2025-10-18,10억~15억
중랑구,망우동,신내역금강펜테리움센트럴파크,2024,10,81710.0,2024-12-14,10억 미만
동작구,사당동,르메이에르,2025,10,69310.0,2025-12-05,10억 미만
강남구,역삼동,개나리푸르지오,2025,10,337800.0,2025-06-12,20억 이상
중랑구,신내동,동성7,2024,10,52160.0,2024-12-26,10억 미만
강남구,논현동,쌍용,2025,10,122220.0,2025-10-30,10억~15억
서초구,방배동,서리풀e편한세상,2023,10,272000.0,2023-12-07,20억 이상
마포구,중동,현대,2024,10,74630.0,2024-12-19,10억 미만
마포구,중동,중동계룡아파트,2025,10,80400.0,2025-12-09,10억 미만
동작구,신대방동,보라매파크빌,2023,10,95360.0,2023-12-18,10억 미만
송파구,가락동,현대(6차),2024,10,107800.0,2024-12-03,10억~15억
강동구,천호동,동아하이빌아파트,2023,10,72845.0,2023-12-30,10억 미만
노원구,상계동,대동황토방,2025,10,66520.0,2025-10-09,10억 미만
양천구,신월동,양천벽산블루밍2단지,2025,10,62500.0,2025-12-23,10억 미만
성북구,돈암동,돈암힐스테이트,2024,10,77400.0,2024-11-21,10억 미만
중구,흥인동,청계천두산위브더제니스,2023,10,152600.0,2023-12-11,15억~20억
양천구,신월동,서울가든,2025,10,65920.0,2025-12-17,10억 미만
양천구,목동,목동센트럴푸르지오,2025,10,214300.0,2025-10-19,20억 이상
성북구,장위동,참누리아파트,2023,10,62230.0,2023-11-24,10억 미만
서초구,서초동,풍림아이원플러스,2024,10,33560.0,2024-11-14,10억 미만
금천구,시흥동,벽산3,2025,10,43970.0,2025-10-11,10억 미만
서초구,신원동,서초포레스타3단지,2025,10,176110.0,2025-12-15,15억~20억
서초구,신원동,서초포레스타3단지,2024,10,139030.0,2024-12-15,10억~15억
송파구,가락동,한신1,2024,10,111370.0,2024-11-21,10억~15억
종로구,숭인동,종로청계힐스테이트,2023,10,83550.0,2023-12-01,10억 미만
종로구,숭인동,종로중흥S클래스,2025,10,12305.0,2025-12-24,10억 미만
노원구,공릉동,노원프레미어스엠코,2025,10,86385.0,2025-12-04,10억 미만
동작구,사당동,사당롯데캐슬2차,2024,10,105300.0,2024-10-12,10억~15억
서대문구,북가좌동,월드컵현대,2025,10,79860.0,2025-12-15,10억 미만
양천구,신월동,신도신월1차,2024,10,65530.0,2024-12-18,10억 미만
은평구,신사동,이랜드타운아파트,2025,10,59480.0,2025-11-29,10억 미만
구로구,고척동,양우,2024,10,48070.0,2024-10-26,10억 미만
구로구,고척동,신원프라자,2025,10,41520.0,2025-09-19,10억 미만
서대문구,북가좌동,DMC아이파크,2024,10,99100.0,2024-11-18,10억 미만
강남구,역삼동,금호어울림,2025,10,189850.0,2025-11-10,15억~20억
구로구,고척동,삼환로즈빌,2023,10,76545.0,2023-12-02,10억 미만
구로구,고척동,고척월드메르디앙,2024,10,75290.0,2024-09-10,10억 미만
용산구,보광동,리버빌(삼성),2025,10,178150.0,2025-12-23,15억~20억
서초구,서초동,서초한신,2025,10,198950.0,2025-12-29,15억~20억
영등포구,여의도동,미성,2024,10,233200.0,2024-10-16,20억 이상
서대문구,홍제동,현대그린,2025,10,67545.0,2025-11-18,10억 미만
영등포구,영등포동,두산위브,2024,10,81705.0,2024-08-17,10억 미만
구로구,고척동,벽산베스트블루밍,2024,10,80850.0,2024-12-07,10억 미만
강남구,압구정동,한양4,2024,10,418100.0,2024-11-29,20억 이상
중구,황학동,위너빌(Winnervill),2024,10,36400.0,2024-12-20,10억 미만
중구,흥인동,동대문와이즈캐슬,2025,10,14490.0,2025-12-27,10억 미만
구로구,고척동,고척파크푸르지오,2024,10,85050.0,2024-10-14,10억 미만
노원구,중계동,라이프,2023,10,115750.0,2023-12-28,10억~15억
서대문구,충정로3가,충정리시온,2025,10,49860.0,2025-11-13,10억 미만
구로구,고척동,청구,2023,10,57600.0,2023-10-16,10억 미만
노원구,상계동,노원현대,2025,10,70750.0,2025-09-11,10억 미만
강남구,압구정동,"현대14차(203,204,205,206동)",2024,10,440000.0,2024-11-22,20억 이상
마포구,아현동,서서울삼성,2024,10,76150.0,2024-12-04,10억 미만
중랑구,중화동,범양프레체,2024,10,11440.0,2024-12-07,10억 미만
송파구,문정동,현대,2025,10,86340.0,2025-12-29,10억 미만
송파구,거여동,현대1차,2024,10,89850.0,2024-12-28,10억 미만
노원구,공릉동,청솔아파트8,2025,10,73135.0,2025-12-26,10억 미만
강남구,개포동,우성8,2024,10,213325.0,2024-12-21,20억 이상
영등포구,영등포동7가,경남아너스빌,2023,10,95280.0,2023-11-18,10억 미만
서대문구,홍제동,청구2차,2025,10,74725.0,2025-12-10,10억 미만
노원구,월계동,풍림아이원,2023,10,70810.0,2023-09-14,10억 미만
강남구,압구정동,신현대11차,2023,10,577700.0,2023-12-23,20억 이상
중구,충무로5가,충무로엘크루메크로시티2차,2025,10,25255.0,2025-07-18,10억 미만
노원구,하계동,극동,2023,10,55650.0,2023-11-29,10억 미만
노원구,하계동,청구,2023,10,74260.0,2023-12-26,10억 미만
송파구,거여동,우방1,2025,10,81900.0,2025-12-25,10억 미만
노원구,하계동,하계1청구,2023,10,80260.0,2023-09-30,10억 미만
송파구,오금동,송파호반베르디움더퍼스트,2025,10,144650.0,2025-10-27,10억~15억
성북구,하월곡동,동신주택,2025,10,45815.0,2025-07-04,10억 미만
동작구,사당동,경남아너스빌1차,2024,10,83600.0,2024-10-14,10억 미만
서초구,서초동,래미안 리더스원,2023,10,285800.0,2023-12-01,20억 이상
영등포구,영등포동,라르파크,2025,10,49840.0,2025-10-14,10억 미만
노원구,공릉동,청솔아파트9,2025,10,77680.0,2025-11-29,10억 미만
노원구,공릉동,청솔아파트9,2024,10,74260.0,2024-12-13,10억 미만
도봉구,쌍문동,시티프라디움,2025,10,59470.0,2025-10-14,10억 미만
마포구,망원동,성원2,2024,10,67110.0,2024-11-16,10억 미만
강동구,길동,청광플러스원큐브2차,2025,10,10565.0,2025-10-31,10억 미만
강남구,압구정동,한양2,2025,10,741500.0,2025-11-22,20억 이상
중구,충무로5가,충무로엘크루메크로시티2차,2023,10,22690.0,2023-07-17,10억 미만
중구,중림동,삼성사이버빌리지,2023,10,124270.0,2023-11-07,10억~15억
동대문구,휘경동,동양1차,2025,10,65890.0,2025-10-18,10억 미만
양천구,목동,부영2,2025,10,184550.0,2025-11-10,15억~20억
구로구,개봉동,거성푸르뫼,2025,10,48170.0,2025-11-22,10억 미만
송파구,문정동,현대(62-5),2024,9,81944.44444444444,2024-11-23,10억 미만
관악구,신림동,보라매해담채,2023,9,14170.0,2023-12-14,10억 미만
마포구,대흥동,마포자이2차,2023,9,160077.77777777778,2023-09-06,15억~20억
용산구,문배동,리첸시아용산B,2025,9,222033.33333333334,2025-11-21,20억 이상
동작구,신대방동,보라매e편한세상,2023,9,105000.0,2023-10-20,10억~15억
강남구,압구정동,현대8차(성수현대:91~95동),2023,9,454666.6666666667,2023-12-01,20억 이상
성북구,석관동,코오롱,2023,9,63577.77777777778,2023-12-18,10억 미만
동작구,신대방동,동작상떼빌,2023,9,102522.22222222222,2023-11-11,10억~15억
강남구,논현동,동부센트레빌,2024,9,185555.55555555556,2024-12-31,15억~20억
동대문구,장안동,서희스타힐스,2025,9,55033.333333333336,2025-09-27,10억 미만
마포구,염리동,중앙하이츠,2025,9,106033.33333333333,2025-09-27,10억~15억
노원구,공릉동,삼익4단지아파트,2023,9,44922.22222222222,2023-11-20,10억 미만
마포구,용강동,마포대림1,2025,9,192144.44444444444,2025-09-25,15억~20억
강남구,청담동,청담동삼성1차(101동),2024,9,166555.55555555556,2024-11-13,15억~20억
노원구,하계동,건영,2023,9,61777.77777777778,2023-10-28,10억 미만
송파구,거여동,송파위례리슈빌,2024,9,149555.55555555556,2024-12-28,10억~15억
마포구,도화동,도화현대,2024,9,101133.33333333333,2024-08-15,10억~15억
노원구,하계동,청구,2024,9,71177.77777777778,2024-11-05,10억 미만
강남구,청담동,삼환(101동),2025,9,196011.11111111112,2025-11-11,15억~20억
송파구,거여동,삼호아파트,2025,9,80866.66666666667,2025-12-16,10억 미만
노원구,하계동,미성,2024,9,68222.22222222222,2024-12-02,10억 미만
중구,충무로4가,진양상가,2023,9,64344.444444444445,2023-11-23,10억 미만
동대문구,휘경동,동양1차,2024,9,62655.555555555555,2024-12-28,10억 미만
양천구,목동,부영3,2023,9,174166.66666666666,2023-10-26,15억~20억
마포구,망원동,미원2,2025,9,61900.0,2025-10-18,10억 미만
강북구,미아동,경남아너스빌,2023,9,69466.66666666667,2023-11-25,10억 미만
강동구,천호동,현대코아아파트,2025,9,67800.0,2025-12-12,10억 미만
강동구,천호동,현대코아아파트,2024,9,61222.22222222222,2024-09-09,10억 미만
강동구,천호동,엘림스퀘어II,2025,9,15472.222222222223,2025-12-11,10억 미만
마포구,용강동,이편한세상마포리버파크,2023,9,154188.88888888888,2023-11-06,15억~20억
